Gene,Day -4,Day -3,Day -2,Day -1,Day 0,Day 1,Day 2,Day 3,Day 4,Day 5,Day 6,Day 7,Day 8,Day 9,Day 13
CCR1,1.52663,1.14211,0.959685,0.928354,1.03822,0.743335,0.395276,-0.236936,-0.501095,-0.698899,-0.745641,-0.969041,-1.01427,-0.984354,-1.58337
CD14,0.87451,0.641783,1.00583,0.753267,0.812701,0.499221,0.816147,0.545873,0.107989,-0.0185465,-0.771865,-1.12375,-0.89715,-0.778391,-2.46761
CD53,1.43708,0.812048,0.795106,0.937275,0.897777,0.382785,1.00074,0.117556,-0.544995,-0.644565,-0.1647,-0.611788,-1.19527,-1.41828,-1.80077
CD63,1.00843,0.637242,1.27922,0.648246,0.805256,0.567486,1.06443,-0.231123,-0.273074,0.190084,-0.330471,-0.714649,-1.02667,-1.88509,-1.73931
CD69,1.40626,0.680584,0.891953,1.71029,0.772255,0.252702,-0.227154,-0.219437,-0.561263,-0.216934,-0.786205,-0.882383,-0.113722,-0.447084,-2.25986
CDA,0.834901,0.916424,1.03227,0.865203,0.647481,0.588649,0.901181,0.389998,-0.0284694,-0.274864,-0.40462,-1.08063,-0.895341,-1.19299,-2.29919
CDADC1,0.42189,0.946746,0.31853,0.665794,1.58431,0.771621,0.458178,-0.211065,0.0400837,-0.47996,0.801833,-0.531891,-1.477,-1.97603,-1.33304
CDC6,0.680487,0.749027,0.606054,0.390576,0.514491,0.705656,0.264792,1.31571,0.727254,0.16353,-0.356205,-0.864033,-1.07614,-1.86433,-1.95687
CDK5R1,0.716116,1.15445,1.07508,0.570085,1.20068,0.190025,0.587459,0.386419,-0.0318521,-0.209398,-1.3412,-1.03717,0.0151434,-1.18172,-2.09412
CDKN1A,1.06944,1.20567,1.31894,0.840597,0.446492,0.543428,-0.113851,0.473189,-0.358301,-0.136902,-0.326422,-0.602673,-1.31103,-0.736156,-2.31242
CEACAM1,1.39973,1.18684,0.753148,1.03183,1.02385,0.766417,0.459158,-0.121067,-0.418677,-0.901261,-0.632387,-0.549441,-1.26801,-1.12518,-1.60495
CEBPD,0.824021,1.00381,1.0626,0.840003,1.13774,0.483956,0.458035,0.0877873,-0.107407,-0.129935,-0.931135,-0.731151,-0.790676,-0.728389,-2.47926
CENPW,0.943758,0.780119,0.71162,-0.143214,0.216047,0.0346429,-0.422701,1.72861,0.54741,0.629994,-0.323787,-0.533732,-0.571976,-1.13608,-2.46071
CEP128,-0.243015,0.562677,0.253335,-0.0969161,0.103715,0.506208,0.42464,1.11597,1.45023,0.472401,-0.654338,-0.908177,-1.60949,-2.22809,0.850853
CES1,1.14365,0.893308,1.30455,0.812716,0.857502,0.604431,0.495608,0.236005,-0.0874466,-0.437969,-0.71722,-0.750452,-1.18308,-1.12564,-2.04596
CETP,1.47037,0.0414805,-0.539304,0.632468,0.798457,1.71744,-0.228193,0.502884,-0.0643939,-0.324663,0.065513,-0.548736,0.163432,-1.75526,-1.9315
CFAP54,1.24077,1.28882,0.589681,0.158391,0.718345,1.19556,0.578745,0.205255,0.287506,-0.378766,-0.582057,-0.931389,-1.53825,-1.7995,-1.03312
CHD1,0.366133,1.52355,0.685592,1.10441,1.54418,0.716964,0.5222,-0.198326,-1.06046,-0.91554,-0.419787,-0.930561,-0.740757,-1.6802,-0.5174
CHGB,1.00377,0.705472,0.990234,-0.123787,1.22261,0.358185,-0.450843,-0.559168,0.251398,-0.632477,0.901267,0.240872,-1.10587,-0.201107,-2.60056
CHMP2B,1.80073,1.01432,0.642232,0.959777,0.78559,0.395782,0.377435,0.111769,-0.349372,-0.592614,-0.176033,-0.917786,-0.73842,-1.45056,-1.86284
CHMP5,1.65728,1.03817,0.354979,0.973474,1.11963,0.88061,-0.007368,-0.0704541,-0.495636,-0.660417,-0.690828,-1.10142,-0.344615,-0.599816,-2.05358
CHUK,0.907357,0.88606,0.807996,1.05007,1.23386,0.811817,0.709496,-0.0643784,-0.197966,-0.165563,-0.488705,-1.40356,-1.31133,-1.16247,-1.61269
CIDEB,0.565785,1.2761,1.12777,0.670124,0.212631,0.606224,1.08733,0.519847,-0.0320397,-0.276367,-0.256197,-0.82625,-1.74511,-1.07626,-1.85359
CLEC1B,1.60289,1.23577,0.713275,0.930095,0.824838,0.880479,0.327555,-0.140947,-0.524906,-0.347328,-0.489611,-1.19993,-1.17809,-1.23274,-1.40134
CLEC2B,1.1921,1.21469,0.381155,0.765677,1.20919,1.34426,0.462903,-0.20238,-0.450785,-0.559665,-0.741695,-1.11281,-0.727378,-1.10267,-1.6726
CLEC5A,1.84246,0.645609,0.669496,0.494616,1.17987,0.699961,0.279139,-0.250692,-0.171601,-0.331484,-0.265853,-0.601454,-0.826623,-1.1519,-2.21155
CLEC6A,1.39066,0.82559,0.199182,1.0331,1.1764,0.718041,-0.105434,-0.170388,-0.460942,-0.255537,-0.749412,-1.07278,0.227781,-0.260715,-2.49555
CLIC4,1.12626,1.11136,1.20251,0.51011,0.471829,0.782022,0.622706,0.298351,0.0695414,-0.115526,-0.534906,-0.844136,-1.36778,-1.80626,-1.52608
CMC2,1.59703,1.27718,1.00451,0.938099,0.702913,0.400879,0.113351,-0.0370175,-0.293772,-0.387576,-0.554135,-1.07211,-0.692517,-0.952005,-2.04483
CMTM5,1.31042,1.04343,0.97001,0.705019,0.477754,0.935166,0.3009,-0.0972673,-0.148089,0.133877,-0.248101,-0.664188,-1.01332,-1.60977,-2.09584
CNGA4,-0.684244,2.31069,0.808737,0.789566,0.432251,1.16168,0.244351,-0.636401,0.195571,-0.831902,-1.55636,-0.431446,-0.0300602,-0.843884,-0.92855
CNIH4,0.821245,0.814613,0.831389,0.972486,1.48552,1.29343,0.384294,-0.251809,-0.202569,-0.426073,-0.974228,-1.0595,-1.10064,-1.09501,-1.49315
CNOT8,0.596271,0.961534,0.6791,0.411086,1.00306,0.985137,1.10971,0.29084,0.0771081,-0.178448,-0.122253,-0.999029,-1.48711,-1.65175,-1.67527
COPB1,1.29029,1.18169,1.35312,0.79092,0.86259,0.25543,0.00440553,0.422466,-0.0859774,-0.0840706,-0.779655,-1.2388,-1.10241,-1.39167,-1.47833
COPB2,1.0629,0.33919,1.01967,0.641398,0.967456,0.425026,0.603528,0.720553,0.652547,-0.165728,-0.600902,-0.898932,-1.40794,-1.85056,-1.50821
COPE,1.25369,1.03647,1.36001,0.565024,0.499191,0.229483,0.511665,0.673689,0.254503,-0.251311,-0.626784,-1.39729,-1.15657,-1.4879,-1.46387
CPEB3,0.474824,1.57675,1.04493,0.223913,1.02784,0.904267,0.375453,0.365649,-0.453568,-0.153974,-0.498704,-0.907485,-0.672091,-1.03203,-2.27577
CPNE8,1.82609,0.599129,1.09651,0.746794,0.503611,-0.324349,-0.0136987,-0.340286,-0.139634,-0.0702005,-0.082196,-1.37473,-0.277983,0.297338,-2.4464
CPSF2,1.04889,0.849837,0.992365,0.474228,0.59108,0.289903,0.567786,0.727818,0.137351,-0.1149,-0.219515,-0.933734,-0.632224,-1.1179,-2.66099
CPT2,0.803796,1.17144,1.4117,1.01105,0.462193,0.341899,0.0303239,0.482949,0.204402,0.125518,-0.686302,-0.77578,-1.20275,-1.4545,-1.92594
CREB3L2,0.718339,1.51435,0.911663,0.629748,0.580634,0.518961,0.197533,0.860999,0.27036,-0.134899,-0.634044,-0.649825,-1.68541,-1.64919,-1.44921
CREBRF,1.27384,1.4418,0.506323,0.510763,0.846488,1.01291,0.413914,-0.0803421,-0.355126,-0.403473,-0.083275,-1.57678,-0.499748,-1.11167,-1.89562
CSNK1G3,0.599791,1.08334,0.591822,0.891439,1.08055,0.644982,0.568894,0.520438,-0.0233654,-0.165593,-0.225952,-1.21234,-0.649413,-1.45787,-2.24671
CSRNP1,0.594791,1.07054,1.13174,1.09087,1.43548,0.592852,-0.232625,0.124772,-0.232246,-0.381254,-0.83485,-0.944077,-0.574399,-0.586302,-2.25529
CTNS,1.92161,1.10743,0.957986,0.67955,0.451963,0.345068,0.368273,0.0479678,-0.322643,-0.264914,-0.680602,-0.490437,-1.3887,-0.774547,-1.958
CTSD,1.03182,0.932167,1.07514,1.02403,0.796153,0.342263,0.665019,0.432731,0.183068,-0.363918,-0.759912,-0.88726,-1.40999,-1.15863,-1.90268
CTTN,1.30737,1.59046,0.87956,0.641717,0.0257191,0.869387,0.560592,-0.366458,-0.326537,0.118911,-0.132145,-0.852697,-1.0647,-1.4173,-1.83388
CXorf21,1.1959,1.08058,0.645556,0.641441,0.935116,0.748183,0.213628,0.337751,-0.25551,-0.326265,-0.341463,-1.05046,-0.61155,-0.593331,-2.61958
CYB5R1,1.01152,0.963603,0.771317,0.679483,0.40628,0.586937,0.86185,0.185781,-0.172971,-0.126993,0.105567,-0.865065,-0.384321,-1.4373,-2.58568
CYBA,1.54151,0.950386,1.32909,0.900062,0.47766,0.1778,0.28157,-0.0717405,0.0350663,-0.0848811,-0.331889,-0.939991,-1.05223,-1.09117,-2.12125
CYP51A1,1.27266,0.452861,1.18978,0.356875,1.21735,0.186688,0.916745,0.0871373,0.395625,-0.180572,-0.557145,-0.802684,-1.10492,-1.81271,-1.61769
CYSLTR1,0.839214,1.39149,0.492608,1.29331,1.21416,0.750969,0.263247,0.295141,-0.575996,-0.720381,-0.478444,-1.73439,-0.75286,-1.15089,-1.12717
DCBLD1,1.20934,0.427863,1.84594,0.645476,0.0752883,0.402087,0.226197,0.323518,-0.0752493,-0.221908,-0.355902,0.246345,-1.05607,-1.7225,-1.97043
DCLK1,0.608893,1.46536,0.554225,1.6073,0.874603,0.290982,-0.692154,0.244641,0.205639,0.0511191,-0.61332,-0.663076,-0.429977,-1.84532,-1.65892
DCPS,0.919727,0.0775076,1.47434,0.618453,-0.131003,-0.0467255,0.335646,1.42228,0.813038,0.437172,-1.27744,-1.38236,-1.63574,-0.660202,-0.964686
DCTN2,0.667824,0.872316,0.852073,0.876468,0.531033,0.835373,0.728505,0.372965,0.0117442,0.395157,-0.512667,-0.735533,-1.24872,-1.33279,-2.31375
DCUN1D3,0.925462,1.453,1.36943,1.0134,0.578983,0.625877,-0.123545,0.0711148,-0.39492,-0.311904,-0.4209,-0.803976,-1.6552,-0.507951,-1.81886
DDIT3,0.958272,1.66067,0.985981,1.50919,0.647362,0.476829,-0.148307,-0.00432999,-0.511316,-0.736904,-0.831807,-1.21848,-0.540455,-0.571699,-1.67501
DDIT4,1.71188,1.20532,1.31556,0.578434,0.260067,0.0912977,0.108611,0.0563663,-0.0933529,0.071596,-0.453725,-0.426304,-1.20312,-1.1537,-2.06893
DDR2,1.09354,0.246411,1.03089,0.353775,1.61023,0.951883,0.217669,0.532799,0.521176,-1.13233,-1.2248,-1.28087,-0.626949,-1.20933,-1.08409
DDX60L,1.53647,1.22732,0.440898,0.835964,1.17559,0.969449,0.298871,-0.118485,-0.438935,-0.653102,-0.805454,-0.964814,-0.80419,-0.946636,-1.75295
DEDD,-0.124327,1.41951,1.6915,0.622608,0.621503,1.40843,0.337617,-0.0862056,-0.342216,-0.826281,-0.179719,-1.0181,-0.916377,-1.05876,-1.54918
DENND5B,0.202934,0.456852,0.894074,-0.250962,0.111298,0.349109,0.0668144,1.18965,1.16946,0.983786,-0.208556,-0.576709,-2.05141,-2.08596,-0.25038
DERA,1.74314,1.12209,0.535303,0.663523,0.630649,1.11743,-0.181433,0.159673,-0.380342,-0.189554,-0.322936,-1.031,-0.886209,-0.900097,-2.08024
DERL3,1.04417,0.189402,0.483981,0.576849,0.140683,0.154277,0.136749,0.965319,1.25778,1.14856,-0.636858,-0.984748,-1.97994,-1.23266,-1.26357
DGKH,0.985286,1.45325,0.719153,0.413371,0.99416,1.21831,-0.0747414,-0.345762,-0.302081,0.0392982,-0.163877,-0.354538,-1.19252,-1.36275,-2.02656
DHRS9,1.36735,1.51807,0.845497,0.687559,0.889981,0.781012,0.431907,0.151471,-0.497968,-0.572981,-0.892587,-1.01652,-1.12466,-1.11393,-1.4542
DLGAP5,1.66264,1.19121,0.0147952,0.186799,-0.115128,-0.698416,0.241015,1.23497,0.688322,0.132682,0.240248,-1.08068,-0.397693,-1.21763,-2.08314
DLL4,1.08312,1.67569,0.436457,0.362712,1.26099,0.451996,-1.38687,0.38737,-0.0360177,-0.680589,-0.559505,-0.985081,-0.860145,0.582486,-1.73261
DNAH8,1.186,1.69187,1.00599,0.806785,0.968747,-0.386497,-0.390616,-0.122987,0.204063,-0.86125,-0.482401,-0.425949,-1.13118,0.0194963,-2.08207
DNAJB11,0.196322,0.71227,1.17117,0.334598,0.658186,0.677781,0.359884,0.923591,1.0498,0.356684,-0.731472,-1.20246,-1.60529,-1.67425,-1.2268
DNAJC13,2.02771,0.949294,0.67092,0.538693,0.857246,0.421325,0.479978,-0.0437942,-0.246981,-0.435768,-0.381517,-0.637287,-1.00804,-1.28788,-1.90391
DNAJC14,1.23938,0.780363,0.952371,0.639996,0.721427,0.412104,0.318253,0.586059,-0.227815,-0.342578,-0.0547109,-0.150306,-0.739227,-1.83142,-2.30389
DNASE1L1,1.09903,0.6589,1.11702,0.64124,0.615595,0.208343,0.669909,0.475212,-0.397847,-0.13686,-0.215579,-0.360246,-0.44465,-1.15005,-2.78002
DTNBP1,0.882153,0.918445,1.31163,0.683289,1.56174,1.28636,-0.584461,-0.144068,-0.88044,-0.783039,-0.577259,-0.270257,-0.969252,-1.08209,-1.35275
DTX3L,1.75079,1.26347,0.831679,0.787406,0.779854,0.712494,0.167206,-0.0435293,-0.354925,-0.685285,-0.724657,-0.580789,-0.950991,-1.19414,-1.75859
ECE2,0.983401,0.615234,0.98189,1.44272,0.844949,0.218605,-1.45822,0.492741,0.211326,0.148195,-0.783483,-1.31412,-0.896319,0.296179,-1.7831
EDEM2,1.05152,0.753635,0.872108,0.900096,0.567621,0.885114,0.217649,0.136688,0.165289,-0.0592604,-0.306119,-0.820316,-0.877444,-0.75881,-2.72777
EDEM3,0.57824,1.26937,0.900525,0.26341,0.765982,0.685896,0.773712,0.68954,0.382462,-0.159061,-0.349945,-1.01773,-1.43784,-1.51025,-1.83431
EFNA4,0.962537,0.629485,1.93227,0.90961,0.849358,0.479406,-0.138494,0.46558,-0.673522,-0.143605,-0.699059,-1.43298,-0.841856,-0.619328,-1.6794
EGFL7,2.06996,1.04718,0.268454,0.0472817,0.490085,0.0131922,-0.139074,-0.140912,0.172771,-0.214879,-1.04675,0.0898417,-0.7748,0.593933,-2.47628
EIF1B-AS1,1.60165,0.659136,1.1396,0.533659,0.918298,1.10394,-0.114994,-0.286203,-0.829712,-0.700013,-0.881095,-1.1197,-0.757639,0.522969,-1.78989
ELAC1,1.9891,0.125399,0.721634,0.317994,-0.0379461,-0.395291,-0.395678,0.177946,0.15422,0.042411,0.0580722,0.224508,-0.295301,0.281777,-2.96884
ELF1,1.42592,1.33855,1.09432,0.832431,0.760655,0.494325,0.442053,-0.0748882,-0.163648,-0.394491,-0.732261,-0.844842,-1.47082,-1.36289,-1.34442
EPB41L5,1.27295,0.939245,0.570101,0.732039,0.864419,0.55422,0.367584,0.500784,0.130856,-0.0479739,-0.57314,-0.682462,-1.11654,-1.06015,-2.45194
EPSTI1,1.55709,1.21233,0.837798,0.876654,0.920398,0.886041,0.214043,-0.122706,-0.434494,-0.575903,-0.789411,-0.981501,-0.77333,-1.06621,-1.7608
EPT1,0.617967,1.13984,0.882647,1.00629,0.92263,0.784748,-0.400655,0.563312,0.279453,0.0379998,-0.575414,-0.707858,-0.835865,-1.66917,-2.04591
EREG,1.23058,1.3573,1.19918,1.47165,0.430891,0.00921409,-0.574295,0.28842,-0.375764,-0.305194,-0.318384,-0.548724,-0.99965,-0.840975,-2.02424
ERH,0.860918,0.620929,1.05212,1.11036,0.300008,-0.209665,0.432912,0.916637,0.1888,0.0588079,-0.104291,-0.860153,-0.524506,-1.2421,-2.60078
ERI1,1.10234,0.0743911,0.64387,0.978906,0.853399,0.773649,0.0310197,-0.0179777,-0.136043,-0.415979,-0.21946,0.656708,-0.0290572,-1.84806,-2.4477
ERLEC1,0.988644,0.562527,1.01722,0.579069,0.495733,0.127662,0.275399,0.905543,0.886557,0.482538,-0.786065,-1.04967,-1.56245,-2.06439,-0.858309
ERLIN1,1.2893,1.17902,0.871572,0.359798,1.40744,0.299111,0.576603,-0.0522164,-0.247778,-0.375713,-0.461762,-0.578353,-0.71867,-1.56103,-1.98732
ESAM,1.34456,1.32579,1.16486,0.955403,0.469183,0.79668,0.274433,-0.0517791,-0.40241,-0.243099,-0.593481,-0.907502,-1.30417,-1.15525,-1.67321
ESCO1,0.711061,1.83845,1.08105,1.15579,0.672242,0.398127,-0.136199,0.333431,-0.604483,-0.323746,-0.261759,-1.11554,-1.0248,-0.957192,-1.76642
ETFA,2.05553,0.81655,0.676889,0.477011,0.378103,0.642097,0.193027,0.0350818,0.0177745,0.0255312,-0.0448773,-0.9929,-0.823465,-1.42117,-2.03518
EVI2A,1.09283,1.41223,0.448176,0.790903,0.743629,1.00149,0.454466,0.191053,-0.493627,-0.38117,-0.791726,-1.66024,-0.274822,-0.515037,-2.01816
EYS,-0.000919515,0.768158,1.51683,2.1626,-0.265703,0.67224,-0.289655,0.350683,0.279373,-0.51858,-0.321216,-0.833698,-1.24905,-1.59308,-0.677988
F2RL3,0.665003,0.925608,1.73875,1.42588,-0.298666,0.704875,-0.0853275,-0.114136,-0.139675,0.159144,-0.730418,-0.39231,-0.461045,-1.298,-2.09968
FAM160B1,0.331371,1.08256,0.716234,1.13962,1.23313,1.04201,0.814005,0.0350604,-0.350216,-0.382222,-0.656962,-0.869431,-1.29952,-0.932592,-1.90305
FAM217B,0.460435,1.24767,1.34103,1.12123,1.19982,0.0403288,0.787,0.349272,-0.456074,-0.695259,-0.588049,-1.4024,-1.21536,-0.855094,-1.33455
FAM26E,1.4295,1.07064,1.03554,0.630196,0.625517,0.942997,0.286251,0.0921363,-0.454911,-0.165485,-0.407697,-1.11796,-1.05718,-0.758658,-2.15088
FAM8A1,0.463706,1.38881,0.750449,1.19301,1.39595,1.07901,0.203355,-0.0350777,-0.393596,-0.577478,-0.844988,-1.18614,-1.18677,-0.838226,-1.41202
FAM9A,1.55841,0.630515,0.72889,0.487814,-0.0448671,0.264816,-0.76721,-0.364464,0.594063,0.385548,-0.207594,-0.120069,-0.0383097,-0.100829,-3.00671
FANCA,0.680241,1.48196,0.813813,0.805445,0.960628,0.694361,-0.48369,0.519775,0.104048,-0.916256,-0.0619033,-0.37208,-1.07607,-0.865087,-2.28518
FEM1C,1.02153,1.17531,0.874226,0.571664,1.21084,1.03081,0.400247,0.029197,-0.000473199,-0.523578,-0.466871,-1.52891,-1.04203,-1.59061,-1.16136
FGF13,0.619922,0.27257,0.566387,1.16258,1.42634,1.95341,-0.184786,-0.519013,-0.895932,-1.02187,-0.0679733,-0.216778,-0.78571,-1.67095,-0.638202
FGF2,1.02454,1.32421,1.25167,0.774246,0.641168,0.679089,0.238142,0.365984,-0.144463,-0.201123,-0.652984,-1.35721,-0.809331,-1.37691,-1.75703
FLJ32255,1.21342,0.871482,1.12806,0.767927,0.748464,1.25105,0.140815,0.477637,-0.491307,-0.123164,-1.05417,-1.09464,-1.4089,-1.07704,-1.34964
FLT3,0.397971,1.21525,1.25762,0.392641,0.859799,0.640699,1.06497,-0.151304,0.172929,0.260481,-0.663801,-1.28956,-1.45546,-1.77031,-0.931927
FNDC3A,1.25647,1.18306,0.870445,0.555086,0.535378,0.571444,0.607911,0.363757,0.296508,0.167372,-0.806994,-1.07064,-1.45521,-1.74126,-1.33332
FOPNL,1.70016,0.967488,1.37694,0.848325,0.391463,-0.0183027,0.144713,0.254112,-0.0694462,0.00791462,-0.652614,-0.780404,-1.12343,-1.09048,-1.95644
FPGT-TNNI3K,1.56705,1.45188,0.430082,0.100868,1.15285,0.587057,-0.546128,-0.658713,-0.329774,-0.329376,-0.460226,-0.577527,0.120434,-0.047558,-2.46091
FRK,1.1728,0.824685,0.533323,0.523793,0.77481,-0.208808,-0.45493,0.514334,-0.332596,-0.398802,-0.211702,-1.32957,1.11783,0.106766,-2.63192
FUCA2,1.05968,1.13713,1.72249,0.198311,0.728582,0.157234,0.43575,0.425214,0.103365,0.0872519,-0.820573,-1.14264,-1.2645,-1.24264,-1.58465
GADD45B,0.997966,1.23156,1.04527,1.11539,0.953997,0.815418,0.192904,0.0504078,-0.391529,-0.639215,-0.8264,-1.07985,-0.717107,-0.729135,-2.01968
GAL3ST2,0.218999,1.11449,1.29713,1.85528,-0.146013,-0.25811,-0.349691,0.476644,0.333831,-1.43354,-0.121821,0.0858775,-1.31838,0.0396179,-1.79431
GALNT3,1.16429,0.928712,0.645537,1.2956,1.20946,1.06483,0.365218,-0.185938,-0.310632,-0.677225,-0.626657,-1.22129,-1.12926,-1.37426,-1.14839
GARS,1.08779,0.865364,1.05739,0.0615387,0.237217,0.395625,0.314846,1.32453,0.628513,0.12968,-0.919936,-1.22502,-0.714327,-1.20243,-2.04079
GART,1.5381,1.02545,1.27412,0.728917,0.38451,-0.0819094,-0.097863,0.502867,0.413248,-0.47786,0.0140987,-0.839929,-1.1513,-1.19412,-2.03833
GBP1,1.2898,1.09694,0.626694,1.00749,0.912238,1.24351,0.3268,-0.0232439,-0.54372,-0.571616,-0.82667,-0.984081,-0.584154,-1.1581,-1.81188
GBP5,0.909887,1.14972,0.508411,1.27708,0.895634,1.41811,0.637031,-0.123765,-1.20907,-1.25581,-0.85268,-0.61524,-0.728221,-1.12696,-0.884119
GCC1,0.815244,1.21235,1.17827,0.640585,0.551594,0.77015,0.442408,0.363021,-0.141322,-0.493145,-0.561428,-0.472938,-1.73362,-0.355773,-2.21539
GGT3P,0.762471,1.131,0.976617,0.806115,0.59705,0.934012,0.111151,-0.0544099,-0.179832,0.0717873,-0.257266,0.187481,-1.72651,-1.16583,-2.19383
GINS1,1.51174,0.921951,0.521663,-0.400797,-0.264434,0.583427,0.602511,0.982219,1.24812,0.0625456,-1.04833,-0.621372,-1.48789,-1.19716,-1.4142
GLA,1.23963,1.06474,0.921513,0.624136,0.48642,0.481928,0.401567,0.217118,0.0118453,-0.356689,0.30051,-0.708063,-1.13194,-1.0339,-2.51881
GLDC,0.713604,0.314003,0.619836,0.174602,0.301859,0.102064,0.654787,1.22208,1.33941,0.799147,-0.641308,-0.951811,-1.57843,-1.52014,-1.5497
GLE1,0.900294,1.10868,1.38336,0.881686,0.786769,0.437951,0.125633,0.444922,0.11697,-0.224747,-0.68138,-0.800696,-1.72291,-0.986155,-1.77037
GLMP,0.751823,1.59031,1.51897,0.697401,0.602748,0.29568,0.146666,0.107716,0.124065,-0.23991,-0.534512,-0.788389,-1.06006,-1.17953,-2.03297
GM2A,1.16163,0.654232,1.56285,0.538976,1.04559,0.894164,0.580092,0.0367383,-0.211487,-0.440345,-1.06393,-1.33155,-0.860593,-1.08117,-1.4852
GMDS-AS1,-0.62973,1.91598,1.18797,0.106239,1.05459,1.27322,-0.654296,-0.183731,0.0758747,-0.386973,-0.00222468,-1.16898,0.125261,-1.57613,-1.13707
GNB4,1.37167,1.1315,0.765584,0.724723,1.24859,0.760982,0.225393,-0.0623638,-0.362048,-0.43554,-0.844352,-1.13754,-0.63415,-0.663391,-2.08906
GNG5P2,1.67146,1.20877,0.988824,0.772476,0.503988,0.268217,0.280001,0.0333905,-0.186068,-0.363907,-0.409477,-0.977448,-0.53102,-0.965584,-2.29362
GNG7,1.58898,0.487994,1.47657,0.223734,-0.00955478,-0.100377,-0.133597,0.543728,0.967035,0.561967,-0.843442,-0.566419,-0.822209,-1.56376,-1.81066
GOLGA7,0.339642,0.726751,1.89983,0.954481,0.364825,0.973397,0.810735,-0.0461987,-0.733221,-0.62819,0.11667,-0.810673,-0.94302,-1.39351,-1.63152
GP6,0.78749,0.594263,1.11461,1.0007,0.49405,0.961259,0.496339,0.209341,-0.18641,0.183639,-0.308999,-0.824991,-0.627555,-1.44403,-2.44971
GPKOW,0.419325,0.916877,1.82998,0.747483,0.246017,0.373211,0.337712,0.337215,-0.138901,-0.056981,-0.0913248,-0.631397,-1.28009,-0.491464,-2.51767
GPR42,1.1111,0.618682,1.27565,0.794988,1.62113,0.951316,-0.203363,-0.226653,-0.351962,-1.08324,-0.161686,-0.560735,-1.4614,-1.05243,-1.27141
GPR84,0.860444,0.903902,1.16146,1.01965,1.31212,0.759533,0.614937,-0.0699216,-0.667925,-0.480764,-0.85621,-0.747264,-0.775728,-1.20207,-1.83217
GRAMD1B,0.850947,1.79533,0.587425,1.09774,1.07198,0.870634,-0.840264,0.031536,-0.316186,-0.601897,-0.762232,-0.1913,-1.43786,-0.62116,-1.53469
GTF2E1,1.74098,1.08815,0.893381,0.497564,0.543968,0.394631,0.103511,0.416362,-0.0786557,-0.273014,-0.702123,-0.51498,-0.91646,-0.782405,-2.41092
GTPBP2,0.77326,1.28437,0.881854,1.14754,1.29039,0.986867,0.124605,-0.25928,-0.57821,-0.370402,-0.474034,-0.82033,-1.21974,-1.02889,-1.738
GUCY1B3,1.43864,0.967538,1.00712,0.877929,0.729174,1.11986,0.355401,-0.323902,-0.539609,-0.262974,-0.302429,-0.793001,-1.32509,-1.4099,-1.53876
GUSB,0.795133,1.69584,1.43551,0.251049,0.332512,0.385676,0.142727,0.278196,0.129923,-0.15378,-0.0697342,-0.638188,-1.13335,-1.32733,-2.12418
GYG1,0.847258,0.532117,0.697225,0.738456,1.32712,0.867809,0.979356,0.0692139,-0.00604457,-0.132307,-0.756101,-0.915335,-0.788042,-1.25448,-2.20624
HACD4,1.60935,0.794202,0.480312,0.94334,0.549591,0.845276,0.282968,0.306764,-0.239405,-0.271954,0.0861515,-1.13536,-0.778708,-1.28651,-2.18602
HAS2,1.48428,0.649785,0.0376166,0.721192,1.5299,0.157074,0.35742,0.214104,0.00961148,-0.687969,-0.404077,0.294102,-0.672901,-1.43901,-2.25113
HAVCR2,1.35997,1.01267,1.19515,0.80543,0.577867,0.094228,-0.0586347,0.0479896,-0.0378136,0.0459102,-0.552548,-0.371761,-0.88256,-0.560138,-2.67575
HCP5,0.762709,1.20292,0.588087,1.332,0.624158,1.46846,0.250629,0.181757,-0.7578,-0.212092,-0.729514,-1.2006,-1.35636,-0.599607,-1.55475
HERPUD1,0.924256,0.897806,1.29854,0.396225,0.317243,0.0894238,0.147705,1.0112,1.03341,0.236039,-1.06576,-1.24672,-1.58771,-1.26828,-1.18336
HEXB,0.578382,1.17005,1.1967,0.644639,0.950657,0.414931,0.700581,0.297852,0.226716,-0.129354,-0.620827,-1.00337,-1.01939,-1.20973,-2.19783
HEXIM2,1.42308,-0.0865371,1.28588,0.944634,0.688957,0.945385,0.20225,-0.0775099,-0.0669374,-0.167285,-0.147928,-0.571172,-0.546579,-1.97149,-1.85475
HGF,0.612993,0.823477,0.859472,-0.00505255,1.73647,1.52798,0.584128,-0.624136,-0.475792,-0.185525,-0.860166,-0.800773,-0.213472,-1.48386,-1.49575
HHEX,0.688506,0.287713,0.806379,0.947741,1.49993,1.48576,0.198439,-0.0156221,-0.898252,-0.518001,-0.809667,-2.18601,-0.764339,-0.508274,-0.214301
HIF1A,0.208719,1.34797,0.736132,1.02633,1.36105,0.907529,0.722519,0.301099,-0.437458,-0.397245,-0.879407,-1.17785,-1.0111,-1.18702,-1.52126
HIF1A-AS2,0.911723,1.54718,0.490253,1.3372,0.864856,0.531805,0.417195,0.299952,-0.259479,-0.537479,-0.849206,-1.60235,-0.801486,-0.726302,-1.62386
HIST1H1T,1.21584,1.08891,0.713382,0.683263,1.18918,1.18696,0.313376,-0.129768,-0.260767,-0.654973,-0.420864,-1.23427,-0.830079,-0.95827,-1.90193
HIST1H2AC,1.19172,0.97325,0.680127,1.18421,1.0346,0.815581,0.0870598,0.0821678,-0.528382,-0.529209,-0.253065,-0.867166,-0.598061,-0.954837,-2.318
